,Similar_Recipe_ID,TF-IDF Value,Recipe_ID
1404,쑥버섯볶음,0.3435254,버섯덮밥
1405,불고기낙지전골,0.31373408,버섯덮밥
1406,꽃만두국(완당국),0.31199622,버섯덮밥
1407,버섯잡채,0.30626872,버섯덮밥
1408,치킨버섯찜,0.30331868,버섯덮밥
1409,쇠고기덮밥,0.29603294,버섯덮밥
1410,버섯청국장찌개,0.29034573,버섯덮밥
1411,삼계탕,0.4629203,닭고기수삼샐러드
1412,양상추참치샐러드,0.33236018,닭고기수삼샐러드
1413,수삼치즈샐러드,0.29130387,닭고기수삼샐러드
1414,만두샐러드,0.27707362,닭고기수삼샐러드
1415,베이컨꼬치구이,0.26598936,닭고기수삼샐러드
1416,찰밥,0.23481022,닭고기수삼샐러드
1417,가지튀김,0.2281325,닭고기수삼샐러드
1418,컬리플라워해물샐러드,0.22683395,닭고기수삼샐러드
1419,어묵닭고기조림,0.22203276,닭고기수삼샐러드
1420,새우겨자채,0.21598674,닭고기수삼샐러드
1421,가지튀김,0.32148975,컬리플라워해물샐러드
1422,양상추참치샐러드,0.2897756,컬리플라워해물샐러드
1423,만두샐러드,0.24506338,컬리플라워해물샐러드
1424,해물밥전,0.24081504,컬리플라워해물샐러드
1425,베이컨꼬치구이,0.23579633,컬리플라워해물샐러드
1426,해파리해물냉채,0.22879456,컬리플라워해물샐러드
1427,닭고기수삼샐러드,0.22683395,컬리플라워해물샐러드
1428,오코노미야키,0.20229417,컬리플라워해물샐러드
1429,오징어숙회,0.19482532,컬리플라워해물샐러드
1430,새우죽,0.18787293,컬리플라워해물샐러드
1431,과일샐러드,0.99999994,과일샐러드
1432,"잼(사과, 딸기, 포도)",0.44843477,과일샐러드
1433,돈까스덮밥,0.15689756,과일샐러드
1434,가지말이구이,0.15262716,과일샐러드
1435,골뱅이무침,0.14663003,과일샐러드
1436,해초무침,0.14263208,과일샐러드
1437,아스파라거스새우볶음,0.12568595,과일샐러드
1438,카레토마토달걀볶음밥,0.10653923,과일샐러드
1439,채소수프,0.10252974,과일샐러드
1440,채소스프,0.094308,과일샐러드
1441,바베큐립,0.08980571,과일샐러드
1442,닭고기카레튀김,0.21112786,연어샐러드
1443,구운감자와도미구이,0.19010307,연어샐러드
1444,꽃상추쌈,0.18677892,연어샐러드
1445,버섯두부찌개,0.17834046,연어샐러드
1446,연어양상추쌈,0.17250022,연어샐러드
1447,연어오픈샌드위치,0.16112807,연어샐러드
1448,쌀샐러드,0.16102664,연어샐러드
1449,바질토마토두부샐러드,0.15807079,연어샐러드
1450,우유두부,0.14759122,연어샐러드
1451,부추올리브오일무침,0.12556621,연어샐러드
1452,시금치계란말이,0.28349036,시금치샐러드
1453,김치피자,0.18970048,시금치샐러드
1454,부대찌개,0.1708945,시금치샐러드
1455,버섯파스타,0.16790217,시금치샐러드
1456,시금치들깨수제비,0.16204217,시금치샐러드
1457,시금치나물,0.15000097,시금치샐러드
1458,그린파스타,0.14892137,시금치샐러드
1459,시금치배미음죽,0.14542735,시금치샐러드
1460,계란찜,0.1399624,시금치샐러드
1461,시금치된장국,0.13917717,시금치샐러드
1462,채소수프,1.0000001,채소수프
1463,해물스파게티,0.47120354,채소수프
1464,돈까스,0.37004027,채소수프
1465,감자수프,0.2553217,채소수프
1466,채소스프,0.24230692,채소수프
1467,양송이버섯죽,0.2391133,채소수프
1468,토마토해산물스파게티,0.2380668,채소수프
1469,오이피클,0.23054509,채소수프
1470,쇠고기양송이볶음,0.20265079,채소수프
1471,안심스테이크,0.19671208,채소수프
1472,갈비구이,0.18522583,채소수프
1473,까르보나라스파게티,0.368438,부대찌개
1474,고추장스파게티,0.36489344,부대찌개
1475,오징어섞어찌개,0.32930517,부대찌개
1476,김치볶음밥,0.30829468,부대찌개
1477,베이컨꼬치구이,0.2860997,부대찌개
1478,참치김치찌개,0.26125526,부대찌개
1479,두부굴찌개,0.2483974,부대찌개
1480,양송이버섯죽,0.2368779,부대찌개
1481,버섯두부찌개,0.23224416,부대찌개
1482,낙지전골,0.23203744,부대찌개
1483,육개장,0.5369716,곱창전골
1484,곰탕,0.37862754,곱창전골
1485,오징어볶음과소면,0.32811952,곱창전골
1486,볶음우동,0.28321627,곱창전골
1487,김치우동,0.2624752,곱창전골
1488,메기매운탕,0.2621347,곱창전골
1489,나박김치,0.25316358,곱창전골
1490,두부두루치기,0.2407612,곱창전골
1491,낙지전골,0.23910837,곱창전골
1492,상추 치커리 오징어 초침무,0.22813043,곱창전골
1493,아구탕,0.45454878,아귀찜
1494,콩나물밥,0.36694667,아귀찜
1495,콩나물미나리무침,0.34223777,아귀찜
1496,콩나물잡채,0.30591175,아귀찜
1497,제육겨자쌈,0.25929755,아귀찜
1498,해물매운탕,0.24461819,아귀찜
1499,고추부각,0.22975166,아귀찜
1500,해물순두부찌개,0.2168645,아귀찜
1501,화전,0.21541339,아귀찜
1502,잉어찜,0.21259013,아귀찜
1503,쑥브리오슈,0.29333028,오렌지건포도빵
1504,오믈렛,0.27625817,오렌지건포도빵
1505,약과,0.23910122,오렌지건포도빵
1506,감자수프,0.21588905,오렌지건포도빵
1507,브로콜리크림수프,0.19212167,오렌지건포도빵
1508,고구마강정,0.16732696,오렌지건포도빵
1509,크림소스파스타,0.16513701,오렌지건포도빵
1510,감자국수,0.14518416,오렌지건포도빵
1511,까르보나라 (한국식),0.14489754,오렌지건포도빵
1512,두부오믈렛,0.13805015,오렌지건포도빵
1513,삼겹살채소말이,0.99999994,삼겹살채소말이
1514,닭꼬치구이,0.38101578,삼겹살채소말이
1515,오징어산적,0.3543753,삼겹살채소말이
1516,삼겹살깻잎전,0.33243135,삼겹살채소말이
1517,고추부각,0.3247682,삼겹살채소말이
1518,화전,0.30450013,삼겹살채소말이
1519,오징어풋마늘산적,0.29436,삼겹살채소말이
1520,부추부침개,0.27851957,삼겹살채소말이
1521,쇠고기산적,0.26677838,삼겹살채소말이
1522,김치채소볶음,0.2287941,삼겹살채소말이
1523,제육불고기,0.22585917,삼겹살채소말이
1524,나박김치,0.48449457,배추속댓국
1525,무나물,0.47720525,배추속댓국
1526,꽃만두국(완당국),0.43155447,배추속댓국
1527,국수전골,0.41785967,배추속댓국
1528,제육불고기,0.39225715,배추속댓국
1529,쇠고기무국,0.39038575,배추속댓국
1530,무생채,0.3803022,배추속댓국
1531,떡국,0.35632688,배추속댓국
1532,떡갈비구이,0.35630634,배추속댓국
1533,낙지연포탕,0.3437124,배추속댓국
1534,송편,0.99999994,송편
1535,절편,0.42896158,송편
1536,녹두죽,0.2830106,송편
1537,양파쌈파이,0.24124475,송편
1538,쑥버섯볶음,0.21746977,송편
1539,녹두고물호박떡케이크,0.18928194,송편
1540,우무콩냉국,0.18438233,송편
1541,약식,0.18024822,송편
1542,찰밥주먹밥,0.17775956,송편
1543,영양돌솥밥,0.17738527,송편
1544,쑥브리오슈,0.16908054,송편
1545,숙주미나리무침,0.4902931,빈대떡
1546,오이나물,0.37187788,빈대떡
1547,콩나물무침,0.35853615,빈대떡
1548,녹두죽,0.34754133,빈대떡
1549,백김치,0.2934382,빈대떡
1550,버섯두부찌개,0.2795778,빈대떡
1551,두부파프리카전,0.27127272,빈대떡
1552,고등어무조림,0.26507258,빈대떡
1553,버섯만두전골,0.25161767,빈대떡
1554,두부양념조림,0.24521774,빈대떡
1555,콩나물잡채,0.51118135,화양적
1556,상추겉절이비빔밥,0.44471735,화양적
1557,오징어도라지생채,0.42977044,화양적
1558,갈비탕,0.41135168,화양적
1559,도가니탕,0.36011183,화양적
1560,곰탕,0.3454383,화양적
1561,사색나물,0.34488085,화양적
1562,불고기,0.34285456,화양적
1563,떡갈비구이,0.3054127,화양적
1564,오이소박이,0.30339035,화양적
1565,무맑은국,0.44274142,토란곰탕
1566,쇠고기무국,0.42727533,토란곰탕
1567,갈비탕,0.3985501,토란곰탕
1568,두부탕,0.39510575,토란곰탕
1569,곰탕,0.2749783,토란곰탕
1570,계란말이,0.27133995,토란곰탕
1571,꼬리곰탕,0.27005804,토란곰탕
1572,쇠고기전골,0.24784261,토란곰탕
1573,꽃게찌개,0.23705791,토란곰탕
1574,배추속댓국,0.23389454,토란곰탕
1575,버섯잡채밥,0.56096935,쇠고기전골
1576,무맑은국,0.507408,쇠고기전골
1577,쇠고기무국,0.49399564,쇠고기전골
1578,불고기낙지전골,0.40670642,쇠고기전골
1579,갈비탕,0.4061179,쇠고기전골
1580,버섯덮밥,0.40512532,쇠고기전골
1581,떡갈비구이,0.3678649,쇠고기전골
1582,오이지장아찌무침,0.32330707,쇠고기전골
1583,떡국,0.31024438,쇠고기전골
1584,두부탕,0.30766967,쇠고기전골
1585,고등어무조림,0.99999994,고등어무조림
1586,오이나물,0.45385274,고등어무조림
1587,콩나물무침,0.44092533,고등어무조림
1588,고등어살튀김과소스,0.37511238,고등어무조림
1589,오징어불고기,0.37204444,고등어무조림
1590,닭불고기,0.36725065,고등어무조림
1591,숙주미나리무침,0.35866264,고등어무조림
1592,두부양념조림,0.3444067,고등어무조림
1593,제육불고기,0.33937562,고등어무조림
1594,단호박 고등어조림,0.33114225,고등어무조림
1595,고등어김치조림,0.3302542,고등어무조림
1596,버섯잡채밥,0.4387552,잡채
1597,오징어순대,0.362816,잡채
1598,쇠고기산적,0.32746342,잡채
1599,떡갈비구이,0.30473927,잡채
1600,꼬리곰탕,0.2939748,잡채
1601,잡채밥,0.28419182,잡채
1602,무초김치,0.28395438,잡채
1603,갈비찜,0.28218308,잡채
1604,해물잡채,0.27843145,잡채
1605,화양적,0.2688606,잡채
1606,두부국,0.5201249,쌈장
1607,오이냉국,0.435339,쌈장
1608,깻잎장아찌,0.41343868,쌈장
1609,고춧기름,0.40752265,쌈장
1610,콩나물밥,0.39757273,쌈장
1611,제육불고기,0.36766016,쌈장
1612,닭고기콩나물덮밥,0.35375208,쌈장
1613,된장깻잎장아찌,0.34108332,쌈장
1614,배추속댓국,0.33222297,쌈장
1615,호박두부찌개,0.3200854,쌈장
1616,김치채소볶음,0.99999994,김치채소볶음
1617,부추표고버섯볶음,0.3749234,김치채소볶음
1618,고춧기름,0.37003854,김치채소볶음
1619,쇠고기양송이볶음,0.3662752,김치채소볶음
1620,고등어살튀김과소스,0.35356516,김치채소볶음
1621,죽순표고버섯볶음나물,0.35106173,김치채소볶음
1622,라조기,0.31475982,김치채소볶음
1623,라조육,0.29551685,김치채소볶음
1624,두부김치,0.29071078,김치채소볶음
1625,돼지고기표고볶음,0.28582156,김치채소볶음
1626,류산슬,0.2771803,김치채소볶음
1627,라조기,0.5362477,닭날개튀김
1628,닭불고기,0.45553255,닭날개튀김
1629,단호박튀김,0.43206862,닭날개튀김
1630,고추장닭강정,0.41633213,닭날개튀김
1631,닭꼬치구이,0.38103983,닭날개튀김
1632,닭강정,0.33767852,닭날개튀김
1633,라조육,0.32567656,닭날개튀김
1634,고등어무조림,0.2832709,닭날개튀김
1635,죽순볶음,0.27984014,닭날개튀김
1636,생선탕수,0.27777255,닭날개튀김
1637,잡채,0.362816,오징어순대
1638,모듬전,0.2958575,오징어순대
1639,떡잡채,0.2748331,오징어순대
1640,오징어숙회,0.27393487,오징어순대
1641,두부김치,0.26647198,오징어순대
1642,해물밥전,0.26184896,오징어순대
1643,잡채밥,0.25951517,오징어순대
1644,버섯잡채밥,0.2574579,오징어순대
1645,오징어볶음과소면,0.24794328,오징어순대
1646,부추올리브오일무침,0.2390719,오징어순대
1647,류산슬,0.5045418,누룽지탕
1648,죽순표고버섯볶음나물,0.41856182,누룽지탕
1649,깐풍새우,0.38482824,누룽지탕
1650,오징어탕수,0.35818353,누룽지탕
1651,탕수육,0.35668787,누룽지탕
1652,마늘장아찌,0.2959349,누룽지탕
1653,죽순회와미나리강회,0.27346164,누룽지탕
1654,해물국수,0.26966253,누룽지탕
1655,죽순볶음,0.2569432,누룽지탕
1656,치킨수프,0.25038055,누룽지탕
1657,가래떡꼬치,0.99999994,가래떡꼬치
1658,떡꼬치,0.4619019,가래떡꼬치
1659,떡국,0.26535466,가래떡꼬치
1660,오징어산적,0.2564809,가래떡꼬치
1661,닭꼬치구이,0.21230334,가래떡꼬치
1662,브로콜리크림수프,0.19751781,가래떡꼬치
1663,떡볶이,0.19130908,가래떡꼬치
1664,갈비떡볶이,0.19040886,가래떡꼬치
1665,해물떡꼬치,0.18352014,가래떡꼬치
1666,오징어풋마늘산적,0.18174002,가래떡꼬치
1667,간장떡볶이,0.18143448,가래떡꼬치
1668,찬밥지짐이,0.99999994,찬밥지짐이
1669,찬밥전,0.57515,찬밥지짐이
1670,팥국수,0.4490082,찬밥지짐이
1671,찬밥맛탕,0.42940226,찬밥지짐이
1672,파프리카볶음밥,0.38474,찬밥지짐이
1673,대대로닭칼국수,0.2727745,찬밥지짐이
1674,중국식볶음밥,0.25393477,찬밥지짐이
1675,해물밥전,0.23084562,찬밥지짐이
1676,낙지전골,0.22066747,찬밥지짐이
1677,양파전,0.21028759,찬밥지짐이
1678,콩나물잡채,0.20492066,찬밥지짐이
1679,팥시루떡,0.49422935,동지팥죽
1680,찰밥,0.4673992,동지팥죽
1681,호박죽,0.4218089,동지팥죽
1682,오곡주먹밥,0.38139936,동지팥죽
1683,새우죽,0.34372818,동지팥죽
1684,찰밥주먹밥,0.32662416,동지팥죽
1685,동래파전,0.29488125,동지팥죽
1686,오곡밥,0.29110348,동지팥죽
1687,팥국수,0.28711364,동지팥죽
1688,인절미,0.26934394,동지팥죽
1689,팥타르트,1.0000001,팥타르트
1690,오믈렛,0.1707401,팥타르트
1691,브로콜리크림수프,0.15573281,팥타르트
1692,부추전,0.14245929,팥타르트
1693,쑥브리오슈,0.12409272,팥타르트
1694,삼겹살깻잎전,0.12032598,팥타르트
1695,부추부침개,0.11652639,팥타르트
1696,모듬전,0.11642928,팥타르트
1697,돈까스,0.11534422,팥타르트
1698,안심스테이크,0.115309484,팥타르트
1699,떡갈비구이,0.11465555,팥타르트
1700,매운가지볶음,0.32831794,고구마줄기볶음
1701,깻잎조림,0.29229128,고구마줄기볶음
1702,갈비탕,0.2699771,고구마줄기볶음
1703,쇠고기무국,0.24987015,고구마줄기볶음
1704,쇠고기전골,0.24491033,고구마줄기볶음
1705,단호박 고등어조림,0.23228045,고구마줄기볶음
1706,무맑은국,0.22510615,고구마줄기볶음
1707,미역수제비,0.2160894,고구마줄기볶음
1708,무생채,0.1975018,고구마줄기볶음
1709,배추만두,0.18760335,고구마줄기볶음
1710,어묵닭고기조림,1.0000001,어묵닭고기조림
1711,어묵국,0.4261587,어묵닭고기조림
1712,어묵꼬치,0.35951936,어묵닭고기조림
1713,어묵볶음,0.34731898,어묵닭고기조림
1714,토란닭고기찜,0.34501278,어묵닭고기조림
1715,샤브샤브,0.32268247,어묵닭고기조림
1716,닭고기명란튀김,0.30809218,어묵닭고기조림
1717,미역수제비,0.28946224,어묵닭고기조림
1718,삼계탕,0.28677633,어묵닭고기조림
1719,깐풍기,0.26974913,어묵닭고기조림
1720,라조육,0.26441988,어묵닭고기조림
1721,떡꼬치,0.59636796,떡국
1722,갈비떡볶이,0.57952976,떡국
1723,떡갈비구이,0.48689705,떡국
1724,떡잡채,0.44783273,떡국
1725,간장떡볶이,0.40013257,떡국
1726,떡볶이,0.38432127,떡국
1727,김치찌개,0.3789797,떡국
1728,해물떡꼬치,0.37413678,떡국
1729,쇠고기장조림,0.3669557,떡국
1730,콩나물잡채,0.3588782,떡국
1731,쑥버섯볶음,0.48918134,절편
1732,송편,0.42896158,절편
1733,쑥브리오슈,0.36036146,절편
1734,팥시루떡,0.34889364,절편
1735,시금치배미음죽,0.326874,절편
1736,시금치표고된장무른밥,0.29612702,절편
1737,해물파전,0.26852342,절편
1738,고추장,0.25514877,절편
1739,찰밥주먹밥,0.24149467,절편
1740,영양돌솥밥,0.22790946,절편
1741,수정과,0.99999994,수정과
1742,모듬콩수프,0.29410678,수정과
1743,단호박구이,0.27401963,수정과
1744,오이피클,0.20178497,수정과
1745,고추장스파게티,0.19484812,수정과
1746,두부채소냉채,0.19099537,수정과
1747,잣죽,0.17197768,수정과
1748,고추장닭강정,0.1567717,수정과
1749,고추장아찌,0.15582253,수정과
1750,쌀국수,0.15571423,수정과
1751,우무콩냉국,0.12675841,수정과
1752,깐풍기,0.99999994,깐풍기
1753,미역수제비,0.3619569,깐풍기
1754,고추장아찌,0.3479661,깐풍기
1755,삼계탕,0.3410346,깐풍기
1756,깐풍새우,0.33984503,깐풍기
1757,쇠고기장조림,0.33186096,깐풍기
1758,마늘장아찌,0.30749542,깐풍기
1759,고등어양념구이,0.30459267,깐풍기
1760,어묵닭고기조림,0.26974913,깐풍기
1761,고등어조림,0.24702257,깐풍기
1762,얼갈이열무물김치,0.23117095,깐풍기
1763,팥시루떡,0.99999994,팥시루떡
1764,찰밥주먹밥,0.6042806,팥시루떡
1765,찰밥,0.56164694,팥시루떡
1766,시금치배미음죽,0.56037134,팥시루떡
1767,오곡밥,0.5385645,팥시루떡
1768,호박죽,0.50686365,팥시루떡
1769,동지팥죽,0.49422935,팥시루떡
1770,시금치표고된장무른밥,0.48452842,팥시루떡
1771,팥국수,0.4473897,팥시루떡
1772,영양돌솥밥,0.39071307,팥시루떡
1773,절편,0.34889364,팥시루떡
1774,무맑은국,0.5690243,두부탕
1775,쇠고기완자찜,0.5550966,두부탕
1776,미역국,0.5279049,두부탕
1777,두부스테이크,0.496068,두부탕
1778,양파전,0.48474926,두부탕
1779,쇠고기무국,0.47751778,두부탕
1780,토란곰탕,0.39510575,두부탕
1781,갈비탕,0.37329075,두부탕
1782,계란말이,0.33225816,두부탕
1783,오색주먹밥도시락,0.33191153,두부탕
1784,양파전,0.61872435,쇠고기완자찜
1785,두부탕,0.5550966,쇠고기완자찜
1786,두부스테이크,0.4924282,쇠고기완자찜
1787,꽃상추쌈,0.4164316,쇠고기완자찜
1788,갈비찜,0.4118122,쇠고기완자찜
1789,무생채,0.3951288,쇠고기완자찜
1790,김치주먹밥,0.3859086,쇠고기완자찜
1791,미역국,0.36224076,쇠고기완자찜
1792,무나물,0.33005124,쇠고기완자찜
1793,콩나물비빔밥,0.29752398,쇠고기완자찜
1794,버섯잡채,0.4059982,해물잡채
1795,두부오믈렛,0.3594674,해물잡채
1796,탕수육,0.33354664,해물잡채
1797,골뱅이볶음,0.31139582,해물잡채
1798,짬뽕해물탕밥,0.30795836,해물잡채
1799,애호박무침,0.30553707,해물잡채
1800,낙지전골,0.29631105,해물잡채
1801,채소치즈죽,0.28494075,해물잡채
1802,오므라이스,0.2827004,해물잡채
1803,해물밥전,0.27941352,해물잡채
1804,초교탕,0.3778285,맑은떡국
1805,계란말이,0.36165038,맑은떡국
1806,떡만두국,0.30469546,맑은떡국
1807,달래된장찌개,0.27698413,맑은떡국
1808,양상추튀김,0.26452395,맑은떡국
1809,다시마냉국,0.25033826,맑은떡국
1810,김치수제비,0.24448231,맑은떡국
1811,백김치,0.24113283,맑은떡국
1812,떡국,0.17865203,맑은떡국
1813,장어계란말이,0.17395253,맑은떡국
1814,찰밥주먹밥,0.69881195,찰밥
1815,팥시루떡,0.56164694,찰밥
1816,호박죽,0.47934765,찰밥
1817,동지팥죽,0.4673992,찰밥
1818,영양돌솥밥,0.4654123,찰밥
1819,단팥죽,0.4562018,찰밥
1820,삼계탕,0.37719372,찰밥
1821,오곡밥,0.3464791,찰밥
1822,깻잎말이김치,0.33697015,찰밥
1823,인절미,0.3205803,찰밥
1824,콩나물밥,0.3646566,콩나물무밥
1825,녹차수제비,0.30823117,콩나물무밥
1826,콩나물미나리무침,0.29932547,콩나물무밥
1827,콩나물잡채,0.29913908,콩나물무밥
1828,새우죽,0.29567415,콩나물무밥
1829,콩나물무침,0.2568802,콩나물무밥
1830,쇠고기무국,0.2547094,콩나물무밥
1831,돌솥비빔밥,0.24548523,콩나물무밥
1832,무생채,0.2448038,콩나물무밥
1833,무나물,0.21821636,콩나물무밥
1834,흑임자죽,0.3199088,모듬쌈밥
1835,오곡밥쌈밥정식,0.24084823,모듬쌈밥
1836,상추채소무침,0.18643393,모듬쌈밥
1837,쌈장,0.15565391,모듬쌈밥
1838,치킨샐러드,0.1544699,모듬쌈밥
1839,상추 치커리 오징어 초침무,0.14858696,모듬쌈밥
1840,가지된장찜,0.14384572,모듬쌈밥
1841,쟁반라면,0.14228453,모듬쌈밥
1842,배추속댓국,0.14080904,모듬쌈밥
1843,제육불고기,0.1394877,모듬쌈밥
1844,호박양파국,0.47144422,달래된장찌개
1845,된장채소수제비,0.37027052,달래된장찌개
1846,달래굴파전,0.33291453,달래된장찌개
1847,달래장김치,0.32088608,달래된장찌개
1848,맑은떡국,0.27698413,달래된장찌개
1849,단호박 고등어조림,0.275459,달래된장찌개
1850,초교탕,0.24549681,달래된장찌개
1851,샤브샤브,0.22607927,달래된장찌개
1852,소꼬리찜,0.21335837,달래된장찌개
1853,봄동바지락볶음,0.20056099,달래된장찌개
1854,절편,0.48918134,쑥버섯볶음
1855,버섯파스타,0.38322315,쑥버섯볶음
1856,버섯잡채,0.38044575,쑥버섯볶음
1857,버섯청국장찌개,0.3530897,쑥버섯볶음
1858,버섯덮밥,0.3435254,쑥버섯볶음
1859,쇠고기양송이볶음,0.32153898,쑥버섯볶음
1860,쑥브리오슈,0.30961263,쑥버섯볶음
1861,죽순표고버섯볶음나물,0.28190944,쑥버섯볶음
1862,버섯두부찌개,0.26652503,쑥버섯볶음
1863,쇠고기버섯덮밥,0.25272852,쑥버섯볶음
1864,가지튀김,0.38128468,닭고기명란튀김
1865,어묵닭고기조림,0.30809218,닭고기명란튀김
1866,미역수제비,0.28339678,닭고기명란튀김
1867,치즈돈까스,0.28020754,닭고기명란튀김
1868,롤케비지(양배추말이),0.25953457,닭고기명란튀김
1869,누드김밥,0.25218952,닭고기명란튀김
1870,돈까스,0.2344286,닭고기명란튀김
1871,깐풍기,0.21819387,닭고기명란튀김
1872,삼계탕,0.21321419,닭고기명란튀김
1873,깐풍새우,0.21059999,닭고기명란튀김
1874,두부조림,0.3831957,봄동바지락볶음
1875,해물볶음밥,0.37212873,봄동바지락볶음
1876,봄동겉절이,0.3165569,봄동바지락볶음
1877,부추잡채,0.2949648,봄동바지락볶음
1878,바지락볶음,0.2567695,봄동바지락볶음
1879,순두부찌개,0.23597889,봄동바지락볶음
1880,류산슬,0.22730839,봄동바지락볶음
1881,고추잡채와꽃빵,0.2236175,봄동바지락볶음
1882,홍합탕,0.22191618,봄동바지락볶음
1883,꽁치간장구이,0.22050782,봄동바지락볶음
1884,바질토마토두부샐러드,0.43497968,김치동그랑땡
1885,김치수제비,0.38265377,김치동그랑땡
1886,김치볶음밥,0.36482933,김치동그랑땡
1887,모듬전,0.32696956,김치동그랑땡
1888,어묵볶음,0.2995433,김치동그랑땡
1889,양파전,0.27892622,김치동그랑땡
1890,파프리카볶음밥,0.27099186,김치동그랑땡
1891,김치적,0.25292966,김치동그랑땡
1892,참치김치찌개,0.23127738,김치동그랑땡
1893,만둣국,0.2243875,김치동그랑땡
1894,오징어탕수,0.45411533,찬밥맛탕
1895,찬밥전,0.43757957,찬밥맛탕
1896,찬밥지짐이,0.42940226,찬밥맛탕
1897,모듬채소볶음,0.33593276,찬밥맛탕
1898,파프리카볶음밥,0.31851277,찬밥맛탕
1899,깐풍새우,0.2398522,찬밥맛탕
1900,계란말이,0.21089645,찬밥맛탕
1901,고등어살튀김과소스,0.20201321,찬밥맛탕
1902,꽃만두국(완당국),0.18197958,찬밥맛탕
1903,닭날개튀김,0.17898126,찬밥맛탕
1904,냉이된장찌개,0.46341038,양배춧국
1905,아욱국,0.42971033,양배춧국
1906,유부미역된장국,0.410219,양배춧국
1907,가지된장찜,0.34204912,양배춧국
1908,김치수제비,0.33060732,양배춧국
1909,근대된장국,0.30424628,양배춧국
1910,우묵냉채,0.29607567,양배춧국
1911,계란말이,0.28896493,양배춧국
1912,두부조개탕,0.28182557,양배춧국
1913,해물찌개,0.268209,양배춧국
1914,두부두루치기,0.55959415,오징어찌개
1915,오징어볶음과소면,0.43003982,오징어찌개
1916,해물전골,0.40465897,오징어찌개
1917,오징어숙회,0.38772315,오징어찌개
1918,오징어통구이,0.38236257,오징어찌개
1919,오징어불고기,0.3635737,오징어찌개
1920,쇠고기장조림,0.35686103,오징어찌개
1921,떡꼬치,0.32958305,오징어찌개
1922,고등어조림,0.32602602,오징어찌개
1923,닭불고기,0.32352307,오징어찌개
1924,쌀국수,0.2824026,오이피클
1925,채소피클,0.23676975,오이피클
1926,채소수프,0.23054509,오이피클
1927,제육겨자쌈,0.22883484,오이피클
1928,백김치,0.20706803,오이피클
1929,오이냉국,0.20318918,오이피클
1930,수정과,0.20178497,오이피클
1931,잡채밥,0.17918335,오이피클
1932,카레라이스,0.1713829,오이피클
1933,돈까스,0.16623743,오이피클
1934,찰밥주먹밥,0.4656546,영양돌솥밥
1935,찰밥,0.4654123,영양돌솥밥
1936,갈비찜,0.4165382,영양돌솥밥
1937,팥시루떡,0.39071307,영양돌솥밥
1938,채소영양밥,0.3886732,영양돌솥밥
1939,영양채소밥,0.3861703,영양돌솥밥
1940,시금치배미음죽,0.37152326,영양돌솥밥
1941,잣죽,0.32281613,영양돌솥밥
1942,시금치표고된장무른밥,0.3212398,영양돌솥밥
1943,백김치,0.27085027,영양돌솥밥
1944,시금치표고된장무른밥,0.33586553,시금치된장국
1945,시금치계란말이,0.27278152,시금치된장국
1946,시금치나물,0.26786086,시금치된장국
1947,시금치배미음죽,0.26006266,시금치된장국
1948,된장깻잎장아찌,0.25171557,시금치된장국
1949,계란찜,0.23095332,시금치된장국
1950,사색나물,0.21907122,시금치된장국
1951,배추속댓국,0.19190039,시금치된장국
1952,시금치된장죽,0.17684063,시금치된장국
1953,쌈장,0.17534117,시금치된장국
1954,김치쌈밥,0.43058556,김치채소쌈
1955,오징어볶음과소면,0.2975667,김치채소쌈
1956,떡갈비구이,0.24970926,김치채소쌈
1957,쇠고기덮밥,0.24537463,김치채소쌈
1958,모듬전,0.24532534,김치채소쌈
1959,두부두루치기,0.24179025,김치채소쌈
1960,닭갈비,0.23656467,김치채소쌈
1961,주먹밥,0.21882394,김치채소쌈
1962,순대볶음,0.21876468,김치채소쌈
1963,두부김치,0.21560238,김치채소쌈
1964,찰밥,0.69881195,찰밥주먹밥
1965,팥시루떡,0.6042806,찰밥주먹밥
1966,영양돌솥밥,0.4656546,찰밥주먹밥
1967,오곡밥,0.3727797,찰밥주먹밥
1968,시금치배미음죽,0.37019974,찰밥주먹밥
1969,시금치표고된장무른밥,0.33537737,찰밥주먹밥
1970,호박죽,0.33497384,찰밥주먹밥
1971,동지팥죽,0.32662416,찰밥주먹밥
1972,단팥죽,0.31879926,찰밥주먹밥
1973,삼계탕,0.26358747,찰밥주먹밥
1974,계란말이,0.35686305,계란말이주먹밥
1975,중국식볶음밥,0.3025143,계란말이주먹밥
1976,다시마냉국,0.29708117,계란말이주먹밥
1977,무초김치,0.27457517,계란말이주먹밥
1978,콩나물잡채,0.2671462,계란말이주먹밥
1979,오므라이스,0.25960162,계란말이주먹밥
1980,김치주먹밥,0.2573754,계란말이주먹밥
1981,해물밥전,0.2550513,계란말이주먹밥
1982,상추겉절이비빔밥,0.25267357,계란말이주먹밥
1983,죽순회와미나리강회,0.22256178,계란말이주먹밥
1984,닭꼬치구이,0.45131585,어묵국
1985,어묵닭고기조림,0.4261587,어묵국
1986,어묵볶음,0.36559576,어묵국
1987,어묵꼬치,0.36030716,어묵국
1988,국수계란말이,0.34394655,어묵국
1989,샤브샤브,0.29569188,어묵국
1990,쇠고기덮밥,0.2880053,어묵국
1991,돼지고기우엉말이조림,0.28546956,어묵국
1992,라볶이,0.28498787,어묵국
1993,두부알찜,0.26073825,어묵국
